date,amount,description,category
2025-04-09,1349203,bumbu dapur,Makanan & Minuman
2025-04-10,1465858,karaoke,Belanja & Hiburan
2025-04-10,788254,bis damri,Transportasi
2025-04-10,1838328,kredit tanpa agunan,Utang & Cicilan
2025-04-10,1313225,SIUP,Bisnis & Profesional
2025-04-10,1092439,cemilan anak,Makanan & Minuman
2025-04-11,1494430,hiking gear,Belanja & Hiburan
2025-04-11,599317,spooring,Transportasi
2025-04-12,809438,camping,Travel & Liburan
2025-04-12,864787,beli roti,Makanan & Minuman
2025-04-12,425837,cemilan anak,Makanan & Minuman
2025-04-12,1482724,cemilan anak,Makanan & Minuman
2025-04-12,1735802,kertas HVS,Pendidikan
2025-04-12,1092798,teh botol,Makanan & Minuman
2025-04-12,825175,correction pen,Pendidikan
2025-04-12,1423777,cat tembok,Perumahan & Akomodasi
2025-04-13,24535,seminar,Pendidikan
2025-04-13,1759661,deposit apartemen,Perumahan & Akomodasi
2025-04-13,1228361,suplemen,Kesehatan & Kebugaran
2025-04-13,50064,adventure tour,Travel & Liburan
2025-04-14,214675,crowdfunding sosial,Donasi & Hadiah
2025-04-14,1885146,NPWP,Bisnis & Profesional
2025-04-14,900641,print,Lain-lain
2025-04-14,317378,franchise fee,Bisnis & Profesional
2025-04-14,988316,bayar kos,Perumahan & Akomodasi
2025-04-14,20609,jaket,Belanja & Hiburan
2025-04-14,1384845,yoga class,Kesehatan & Kebugaran
2025-04-15,1467210,bantuan sosial,Donasi & Hadiah
2025-04-15,1954162,beli es krim,Makanan & Minuman
2025-04-15,944730,BCA finance,Utang & Cicilan
2025-04-15,430974,hiking gear,Belanja & Hiburan
2025-04-15,56198,donasi online,Donasi & Hadiah
2025-04-15,375921,sarapan,Makanan & Minuman
2025-04-16,1725789,correction pen,Pendidikan
2025-04-16,29788,uang kuliah,Pendidikan
2025-04-16,1196285,izin usaha,Bisnis & Profesional
2025-04-16,317439,cicilan mesin cuci,Utang & Cicilan
2025-04-16,1716586,fotokopi,Pendidikan
2025-04-16,747166,correction pen,Pendidikan
2025-04-17,550587,beli tiket kereta,Transportasi
2025-04-17,968789,endorse,Bisnis & Profesional
2025-04-17,124307,cicilan rumah,Utang & Cicilan
2025-04-17,1059671,tiket konser,Belanja & Hiburan
2025-04-17,1943044,minum jus,Makanan & Minuman
2025-04-17,1569386,MLM,Tabungan & Investasi
2025-04-18,1521828,designer,Bisnis & Profesional
2025-04-18,1535958,nonton bioskop,Belanja & Hiburan
2025-04-18,1588860,cicilan kecil,Lain-lain
2025-04-18,1772710,metro mini,Transportasi
2025-04-18,937346,alat tulis,Pendidikan
2025-04-18,1551210,infaq,Donasi & Hadiah
2025-04-19,1452951,bonus,Bisnis & Profesional
2025-04-19,1825868,website,Bisnis & Profesional
2025-04-19,209795,webcam,Pendidikan
2025-04-19,889744,helm baru,Transportasi
2025-04-20,1177151,lisensi,Bisnis & Profesional
2025-04-20,1406292,tzu chi,Donasi & Hadiah
2025-04-20,1366553,receh,Lain-lain
2025-04-20,1337550,gopro,Travel & Liburan
2025-04-20,7859,meterai,Lain-lain
2025-04-20,1374563,donasi kesehatan,Donasi & Hadiah
2025-04-20,1499193,biaya bandara,Transportasi
2025-04-20,148103,cicilan springbed,Utang & Cicilan
2025-04-21,336298,mini golf,Belanja & Hiburan
2025-04-21,855220,kaos kaki,Belanja & Hiburan
2025-04-21,1991943,denda telat,Utang & Cicilan
2025-04-21,364035,cicilan kulkas,Utang & Cicilan
2025-04-21,710427,dokumentasi,Travel & Liburan
2025-04-22,727499,lisensi,Bisnis & Profesional
2025-04-22,1733705,go-kart,Belanja & Hiburan
2025-04-22,1089766,cicilan elektronik,Utang & Cicilan
2025-04-23,1417147,lain-lain,Lain-lain
2025-04-23,1125138,balancing,Transportasi
2025-04-23,1048061,refinancing,Utang & Cicilan
2025-04-23,1122193,snorkeling,Belanja & Hiburan
2025-04-23,1882318,crypto,Tabungan & Investasi
2025-04-23,247595,oli mesin,Transportasi
2025-04-24,1165198,tiket pantai,Travel & Liburan
2025-04-24,1521230,tiket pesawat,Transportasi
2025-04-24,719414,jajanan,Lain-lain
2025-04-25,16012,oto finance,Utang & Cicilan
2025-04-25,782424,pensil,Pendidikan
2025-04-25,88686,cicilan rumah,Utang & Cicilan
2025-04-25,789249,fotokopi,Lain-lain
2025-04-25,668778,zakat,Donasi & Hadiah
2025-04-25,1926267,medical check up,Kesehatan & Kebugaran
2025-04-26,490440,beli sepatu,Belanja & Hiburan
2025-04-26,703998,materai,Pendidikan
2025-04-26,22149,mini golf,Belanja & Hiburan
2025-04-26,1796704,adira finance,Utang & Cicilan
2025-04-26,1485511,kaos kaki,Belanja & Hiburan
2025-04-26,141048,tunjangan,Bisnis & Profesional
2025-04-27,135613,pos,Lain-lain
2025-04-27,1736416,solo traveling,Travel & Liburan
2025-04-27,465039,kredit konsumtif,Utang & Cicilan
2025-04-27,1461722,service motor,Transportasi
2025-04-27,513942,infaq,Donasi & Hadiah
2025-04-27,118957,bakti sosial,Donasi & Hadiah
2025-04-27,1064675,cicilan TV,Utang & Cicilan
2025-04-28,1596405,aneka ragam,Lain-lain
2025-04-28,15866,maintenance fee,Perumahan & Akomodasi
2025-04-28,1934854,map plastik,Pendidikan
2025-04-28,1613184,sepatu gunung,Travel & Liburan
2025-04-28,316705,business meeting,Bisnis & Profesional
2025-04-28,439547,balancing,Transportasi
2025-04-29,1698443,moisturizer,Kesehatan & Kebugaran
2025-04-29,1584765,beli sepatu,Belanja & Hiburan
2025-04-29,766883,print,Lain-lain
2025-04-29,60291,resort,Travel & Liburan
2025-04-29,1968385,dropship,Tabungan & Investasi
2025-04-29,1310889,sabun cuci piring,Perumahan & Akomodasi
2025-04-29,1984857,minum jus,Makanan & Minuman
2025-04-29,1750915,facial,Kesehatan & Kebugaran
2025-04-30,1749352,iuran RT,Perumahan & Akomodasi
2025-04-30,289696,pecel lele,Makanan & Minuman
2025-04-30,340040,kredit investasi,Utang & Cicilan
2025-04-30,251094,beli tiket kereta,Transportasi
2025-05-01,560864,tour package,Travel & Liburan
2025-05-01,699659,cemilan anak,Makanan & Minuman
2025-05-01,1003794,bantuan sosial,Donasi & Hadiah
2025-05-01,47431,e-book,Belanja & Hiburan
2025-05-01,23462,family trip,Travel & Liburan
2025-05-01,143654,tenda,Travel & Liburan
2025-05-01,733375,property investment,Tabungan & Investasi
2025-05-01,587449,instagram ads,Bisnis & Profesional
2025-05-01,1211054,spooring,Transportasi
2025-05-01,1389599,powerbank,Travel & Liburan
2025-05-02,1519131,setrika baju,Perumahan & Akomodasi
2025-05-02,1068916,jasa profesional,Bisnis & Profesional
2025-05-02,86865,kitabisa,Donasi & Hadiah
2025-05-02,931679,cicilan kulkas,Utang & Cicilan
2025-05-02,787661,campur-campur,Lain-lain
2025-05-02,1997585,insentif,Bisnis & Profesional
2025-05-02,257252,hotel,Travel & Liburan
2025-05-02,985213,fax,Lain-lain
2025-05-02,1903347,kontrak kerja,Bisnis & Profesional
2025-05-03,599053,konsultasi dokter,Kesehatan & Kebugaran
2025-05-03,1611144,nonton bioskop,Belanja & Hiburan
2025-05-03,1779480,sarung tangan,Transportasi
2025-05-04,845344,bayar gas,Perumahan & Akomodasi
2025-05-04,1328203,cemilan anak,Makanan & Minuman
2025-05-04,1043143,google ads,Bisnis & Profesional
2025-05-05,1706833,hosting,Bisnis & Profesional
2025-05-05,1618054,powerbank,Travel & Liburan
2025-05-05,1480909,sikat gigi,Kesehatan & Kebugaran
2025-05-05,1125649,donasi PMI,Donasi & Hadiah
2025-05-05,1243978,bunga pinjaman,Utang & Cicilan
2025-05-05,254125,influencer,Bisnis & Profesional
2025-05-05,900636,bubble tea,Makanan & Minuman
2025-05-06,1324161,kaca spion,Transportasi
2025-05-06,58971,cek lab,Kesehatan & Kebugaran
2025-05-06,344325,designer,Bisnis & Profesional
2025-05-06,1670859,spotify premium,Belanja & Hiburan
2025-05-07,1964355,webcam,Pendidikan
2025-05-07,291589,lemari pakaian,Perumahan & Akomodasi
2025-05-08,1691597,majalah,Belanja & Hiburan
2025-05-08,666477,software,Pendidikan
2025-05-08,970985,cuci motor,Transportasi
2025-05-08,302979,pengeluaran lain,Lain-lain
2025-05-08,531152,renang,Belanja & Hiburan
2025-05-08,510207,franchise fee,Bisnis & Profesional
2025-05-09,37991,copyright,Bisnis & Profesional
2025-05-09,877363,ganti kunci,Perumahan & Akomodasi
2025-05-09,909550,emergency,Lain-lain
2025-05-09,923894,lazismu,Donasi & Hadiah
2025-05-09,1455846,travel agent,Travel & Liburan
2025-05-09,1177504,kereta bandara,Transportasi
2025-05-09,1736629,jaket riding,Transportasi
2025-05-09,242322,uang parkir,Lain-lain
2025-05-09,423348,metro mini,Transportasi
2025-05-09,444911,beli celana,Belanja & Hiburan
2025-05-10,1736690,cicilan TV,Utang & Cicilan
2025-05-10,1599271,tenis,Belanja & Hiburan
2025-05-10,1162454,paper clip,Pendidikan
2025-05-10,718435,bunga pinjaman,Utang & Cicilan
2025-05-10,1216422,novel terbaru,Belanja & Hiburan
2025-05-10,1631548,facial,Kesehatan & Kebugaran
2025-05-10,655869,kebutuhan harian,Lain-lain
2025-05-11,580872,instagram ads,Bisnis & Profesional
2025-05-11,1326252,sewa apartemen,Perumahan & Akomodasi
2025-05-11,1058595,printer,Pendidikan
2025-05-11,240910,cicilan sofa,Utang & Cicilan
2025-05-11,1808123,cicilan mobil,Utang & Cicilan
2025-05-12,293495,protein shake,Kesehatan & Kebugaran
2025-05-12,997050,kitabisa,Donasi & Hadiah
2025-05-12,1807678,beli kopi,Makanan & Minuman
2025-05-12,1524626,makanan tradisional,Travel & Liburan
2025-05-13,627241,transjakarta,Transportasi
2025-05-13,1888833,sayur mayur,Makanan & Minuman
2025-05-13,273886,binder,Pendidikan
2025-05-13,1255060,gayung mandi,Perumahan & Akomodasi
2025-05-13,923518,bantal guling,Perumahan & Akomodasi
2025-05-13,20149,bayar kos,Perumahan & Akomodasi
2025-05-13,1710262,diving,Belanja & Hiburan
2025-05-13,1651024,majalah,Belanja & Hiburan
2025-05-14,1299906,penginapan,Travel & Liburan
2025-05-14,10186,tinta printer,Pendidikan
2025-05-14,559397,yoga class,Kesehatan & Kebugaran
2025-05-14,1112943,biaya gym,Kesehatan & Kebugaran
2025-05-14,17354,mi instan,Makanan & Minuman
2025-05-14,1618648,beli roti,Makanan & Minuman
2025-05-15,939244,deterjen,Perumahan & Akomodasi
2025-05-15,1350971,lampu motor,Transportasi
2025-05-15,1667494,deposito,Tabungan & Investasi
2025-05-15,997978,pasta gigi,Kesehatan & Kebugaran
2025-05-15,175181,tabungan liburan,Tabungan & Investasi
2025-05-15,1650562,konsultasi dokter,Kesehatan & Kebugaran
2025-05-15,1760618,pengharum ruangan,Perumahan & Akomodasi
2025-05-16,1134485,oli mesin,Transportasi
2025-05-16,1974337,donasi lingkungan,Donasi & Hadiah
2025-05-16,633706,cicilan kecil,Lain-lain
2025-05-16,350785,alat tulis,Pendidikan
2025-05-16,1238773,hiking gear,Belanja & Hiburan
2025-05-17,200147,cicilan mobil,Utang & Cicilan
2025-05-17,1208899,bayar kos,Perumahan & Akomodasi
2025-05-17,289643,rontgen,Kesehatan & Kebugaran
2025-05-17,1541734,kredit konsumtif,Utang & Cicilan
2025-05-17,688432,bantuan sosial,Donasi & Hadiah
2025-05-17,761713,beli tiket kereta,Transportasi
2025-05-17,852066,cicilan TV,Utang & Cicilan
2025-05-17,1442333,royalty,Bisnis & Profesional
2025-05-17,1472204,jaket outdoor,Travel & Liburan
2025-05-18,1325043,ember plastik,Perumahan & Akomodasi
2025-05-18,210976,scan,Lain-lain
2025-05-18,698936,penghapus,Pendidikan
2025-05-18,1684860,vacuum cleaner,Perumahan & Akomodasi
2025-05-18,828414,shampoo,Kesehatan & Kebugaran
2025-05-18,1976920,asuransi kesehatan,Tabungan & Investasi
2025-05-18,151468,pesan makanan online,Makanan & Minuman
2025-05-18,1833591,lemari pakaian,Perumahan & Akomodasi
2025-05-18,643282,paper clip,Pendidikan
2025-05-19,1034293,donasi pendidikan,Donasi & Hadiah
2025-05-19,493052,balancing,Transportasi
2025-05-19,620646,angsuran bank,Utang & Cicilan
2025-05-19,281655,tablet,Pendidikan
2025-05-19,1275930,kurir,Lain-lain
2025-05-19,1424841,bumbu dapur,Makanan & Minuman
2025-05-20,1598577,BCA finance,Utang & Cicilan
2025-05-20,1166867,cemilan anak,Makanan & Minuman
2025-05-20,986510,sarung tangan,Transportasi
2025-05-20,1599846,masker wajah,Kesehatan & Kebugaran
2025-05-20,1639784,parkir motor,Transportasi
2025-05-20,1239933,suplemen,Kesehatan & Kebugaran
2025-05-20,475853,koper,Travel & Liburan
2025-05-20,593788,kursus bahasa,Pendidikan
2025-05-21,314479,rumah investasi,Tabungan & Investasi
2025-05-21,1415377,rumah zakat,Donasi & Hadiah
2025-05-21,876640,tabungan haji,Tabungan & Investasi
2025-05-21,752676,gula pasir,Makanan & Minuman
2025-05-21,1223836,asuransi kredit,Utang & Cicilan
2025-05-22,1987214,camping equipment,Belanja & Hiburan
2025-05-22,1843663,tiket pesawat,Transportasi
2025-05-22,1979649,mi instan,Makanan & Minuman
2025-05-22,242420,visa,Travel & Liburan
2025-05-22,1580862,bus kota,Transportasi
2025-05-22,1176232,konsultasi dokter,Kesehatan & Kebugaran
2025-05-23,1089694,keyboard,Pendidikan
2025-05-23,1568098,porter bandara,Transportasi
2025-05-23,1048838,paket honeymoon,Travel & Liburan
2025-05-23,952716,manicure,Kesehatan & Kebugaran
2025-05-24,491934,hadiah valentine,Donasi & Hadiah
2025-05-24,564353,keyboard,Pendidikan
2025-05-24,612485,franchise fee,Bisnis & Profesional
2025-05-24,1688628,cicilan hp,Utang & Cicilan
2025-05-24,1290636,camping,Travel & Liburan
2025-05-24,1347880,steam motor,Transportasi
2025-05-24,553751,leasing motor,Utang & Cicilan
2025-05-24,1424298,backpacking,Travel & Liburan
2025-05-25,1466578,tablet,Pendidikan
2025-05-25,1280034,tiket pesawat,Travel & Liburan
2025-05-25,1498444,pengeluaran spontan,Lain-lain
2025-05-25,1865944,marketing,Bisnis & Profesional
2025-05-26,304623,dana pensiun,Tabungan & Investasi
2025-05-26,39467,relawan,Donasi & Hadiah
2025-05-26,1191687,MLM,Tabungan & Investasi
2025-05-26,1320316,hadiah ulang tahun,Donasi & Hadiah
2025-05-26,1950761,ban motor,Transportasi
2025-05-27,1918919,sarung tangan,Transportasi
2025-05-27,56511,taxi bandara,Transportasi
2025-05-27,718274,transjakarta,Transportasi
2025-05-27,1162177,kredit konsumtif,Utang & Cicilan
2025-05-27,789875,pos,Lain-lain
2025-05-27,500986,nasi padang,Makanan & Minuman
2025-05-28,949815,beli tiket kereta,Transportasi
2025-05-28,1948146,wahana permainan,Belanja & Hiburan
2025-05-28,991005,backpacker,Travel & Liburan
2025-05-28,1354841,oleh-oleh,Travel & Liburan
2025-05-29,814849,penghapus,Pendidikan
2025-05-29,1452643,receh,Lain-lain
2025-05-29,907977,scan,Lain-lain
2025-05-29,381112,bahan baku,Bisnis & Profesional
2025-05-29,505969,ayam goreng,Makanan & Minuman
2025-05-29,1809389,amplop,Pendidikan
2025-05-29,1194278,setrika baju,Perumahan & Akomodasi
2025-05-29,578471,campur-campur,Lain-lain
2025-05-30,1340628,city tour,Travel & Liburan
2025-05-30,1016332,iuran RT,Perumahan & Akomodasi
2025-05-30,1991035,majalah,Belanja & Hiburan
2025-05-31,940148,tabungan rumah,Tabungan & Investasi
2025-05-31,773797,service motor,Transportasi
2025-05-31,14096,jaket riding,Transportasi
2025-05-31,1738325,pajak,Bisnis & Profesional
2025-05-31,910834,service kulkas,Perumahan & Akomodasi
2025-05-31,1118842,bumbu dapur,Makanan & Minuman
2025-05-31,569736,crypto,Tabungan & Investasi
2025-05-31,1049224,jajan pasar,Makanan & Minuman
2025-06-01,1182016,zakat,Donasi & Hadiah
2025-06-01,1143921,sewa driver,Transportasi
2025-06-01,533589,bayar cleaning service,Perumahan & Akomodasi
2025-06-01,212839,charity,Donasi & Hadiah
2025-06-02,31533,konsultan,Bisnis & Profesional
2025-06-02,1145106,es krim,Lain-lain
2025-06-02,1641861,forex,Tabungan & Investasi
2025-06-02,156804,sapu dan pel,Perumahan & Akomodasi
2025-06-02,1856643,mutual fund,Tabungan & Investasi
2025-06-02,1902829,beras,Makanan & Minuman
2025-06-02,328581,cicilan hp,Utang & Cicilan
2025-06-02,61031,minyak goreng,Makanan & Minuman
2025-06-02,1146746,e-book,Belanja & Hiburan
2025-06-03,325527,hadiah lebaran,Donasi & Hadiah
2025-06-03,47644,souvenir,Travel & Liburan
2025-06-03,1620501,sunscreen,Kesehatan & Kebugaran
2025-06-03,1484438,course online,Pendidikan
2025-06-03,105103,sertifikasi,Pendidikan
2025-06-04,765422,beli buku pelajaran,Pendidikan
2025-06-04,1010911,aneka ragam,Lain-lain
2025-06-05,1589990,pinjaman online,Utang & Cicilan
2025-06-05,699471,tabungan liburan,Tabungan & Investasi
2025-06-05,89420,tabungan umroh,Tabungan & Investasi
2025-06-05,624796,gunting rambut,Kesehatan & Kebugaran
2025-06-05,1724814,tabungan rumah,Tabungan & Investasi
2025-06-05,1093196,hard disk,Pendidikan
2025-06-05,1235714,periksa dokter,Kesehatan & Kebugaran
2025-06-05,1639461,tabungan rumah,Tabungan & Investasi
2025-06-06,1175197,kebutuhan harian,Lain-lain
2025-06-06,768081,karpet lantai,Perumahan & Akomodasi
2025-06-06,490849,city tour,Travel & Liburan
2025-06-06,1870694,cicilan mesin cuci,Utang & Cicilan
2025-06-06,343514,beli sepatu,Belanja & Hiburan
2025-06-06,1394608,cek lab,Kesehatan & Kebugaran
2025-06-07,1891398,tirai jendela,Perumahan & Akomodasi
2025-06-07,1182460,lawyer,Bisnis & Profesional
2025-06-07,1902459,service charge,Perumahan & Akomodasi
2025-06-07,885146,hadiah anniversary,Donasi & Hadiah
2025-06-07,594590,uber,Transportasi
2025-06-08,906594,meja makan,Perumahan & Akomodasi
2025-06-08,60075,unit link,Tabungan & Investasi
2025-06-08,1810034,main futsal,Belanja & Hiburan
2025-06-08,390860,angkot,Transportasi
2025-06-08,1033580,ETF,Tabungan & Investasi
2025-06-08,41794,cicilan kecil,Lain-lain
